Id,choose
10000,0.03387397724195346
10001,0.2994318667885521
10002,0.03187192999979958
10003,0.06989675501362055
10004,0.19213345969151507
10005,0.44612717917235384
10006,0.0386739964684475
10007,0.1651528846681185
10008,0.004304347813393432
10009,0.23784672251233302
10010,0.1839264787005229
10011,0.06366436040930408
10012,0.05814106173213925
10013,0.05275348066404979
10014,0.22983026257219408
10015,0.03745275482219154
10016,0.05556708993142947
10017,0.1864596026160281
10018,0.16780822154894484
10019,0.12218524146007516
10020,0.13517497134101097
10021,0.9388587769824869
10022,0.09077989438060331
10023,0.12930093324052752
10024,0.25879960549727055
10025,0.04837284505362166
10026,0.19744054784722942
10027,0.05335863757588853
10028,0.039686181388257344
10029,0.03214084110470829
10030,0.5639705301595943
10031,0.05410462844883472
10032,0.20692984402467204
10033,0.23290702508659056
10034,0.11127558978490702
10035,0.056081134582379476
10036,0.07764744112580149
10037,0.02718896765755831
10038,0.26151786405422534
10039,0.01862192675904509
10040,0.07390324957164618
10041,0.08376481976856769
10042,0.14840463202688825
10043,0.04903999206856596
10044,0.09175607764572923
10045,0.07055794212091442
10046,0.1260722162481963
10047,0.36987837457181294
10048,0.019065857812055616
10049,0.06875463321230574
10050,0.0927083521310081
10051,0.2603600284838817
10052,0.14512066294980414
10053,0.054884649140084535
10054,0.1257222389150461
10055,0.028457697504658777
10056,0.2277350991481209
10057,0.034097720318111896
10058,0.04987140695588029
10059,0.06975576096582592
10060,0.1722690273348422
10061,0.006303699923917722
10062,0.10094443426333682
10063,0.3320994264077913
10064,0.21853317150645601
10065,0.16214626706807989
10066,0.10075614102980514
10067,0.09640601385934601
10068,0.07872115210792122
10069,0.03613780124483895
10070,0.06937478569028496
10071,0.07027174972285719
10072,0.21908062266540124
10073,0.07715374482399255
10074,0.11158012977946569
10075,0.29695088848312134
10076,0.05077421929780531
10077,0.30527887732489645
10078,0.06502489867996207
10079,0.4222933369410523
10080,0.16997489054937495
10081,0.03223920118408101
10082,0.2792233671411762
10083,0.14754737553840994
10084,0.20280944418699692
10085,0.05516858151927225
10086,0.42729021138797
10087,0.0068402693004582914
10088,0.044608989521353296
10089,0.13299059269834057
10090,0.09214428250293513
10091,0.026072195862395082
10092,0.18556294942418428
10093,0.05219335438807465
10094,0.16493837762455119
10095,0.14696438143246715
10096,0.05728930618005186
10097,0.07063648099273274
10098,0.16303998943242823
10099,0.06046469227355233
10100,0.03373065871752365
10101,0.6725964348429437
10102,0.17593306800734654
10103,0.01475786896217917
10104,0.018491601057961948
10105,0.08185399249058221
10106,0.19781780797070597
10107,0.08589723029457126
10108,0.0742569699832166
10109,0.05319829776128931
10110,0.22229838818047215
10111,0.18279212057511948
10112,0.06030945727583765
10113,0.03254866658206615
10114,0.02935552969830507
10115,0.14635434639878322
10116,0.01396864378922222
10117,0.31503528734968217
10118,0.12921196841575844
10119,0.16642190977997748
10120,0.05805478137342631
10121,0.14195597264499385
10122,0.19785447329093908
10123,0.03241770123608677
10124,0.20700520837235922
10125,0.016782937711006373
10126,0.12562757603382227
10127,0.03601692877777039
10128,0.14981495352295707
10129,0.12760219256733527
10130,0.2898707157018549
10131,0.03836874930741677
10132,0.0612758805374781
10133,0.014563427470494628
10134,0.15646944430506352
10135,0.1377886767571502
10136,0.057100679357953904
10137,0.15034184194273154
10138,0.13523627105107078
10139,0.06332413158554406
10140,0.2645841169194206
10141,0.08763352980188302
10142,0.11704134208708189
10143,0.03409579100022709
10144,0.057494414412419766
10145,0.010215101174930694
10146,0.02378136508678154
10147,0.23932971311184728
10148,0.01922124248882269
10149,0.007029402801402197
10150,0.04419176937627268
10151,0.050529087375869586
10152,0.047434442632917566
10153,0.0052367808152321196
10154,0.09070005948691286
10155,0.41556445137929077
10156,0.015408123544540648
10157,0.07424854814506521
10158,0.06821404022274588
10159,0.04217618415494764
10160,0.07035617918118092
10161,0.18257730671918007
10162,0.054184732313606515
10163,0.06307342405674374
10164,0.14340572138654076
10165,0.2164762447530189
10166,0.12595351589169151
10167,0.008756119664793418
10168,0.013510604321443494
10169,0.2414877735380109
10170,0.018452583799872697
10171,0.06397141983180192
10172,0.032074719052990745
10173,0.07752624280166238
10174,0.1801793201007705
10175,0.03652206587642005
10176,0.02311460241607253
10177,0.0894146736797702
10178,0.004843201182513406
10179,0.47841577632728033
10180,0.032283132117564464
10181,0.012679258124639886
10182,0.1529611316046288
10183,0.08564798097977175
10184,0.039300629056013524
10185,0.21066298654217366
10186,0.06791637050881744
10187,0.08273204201724652
10188,0.2026391604050659
10189,0.07869386384115905
10190,0.2944803591136201
10191,0.036053706365437414
10192,0.019191257468327165
10193,0.09802654583402821
10194,0.042075866325805615
10195,0.04478957275383564
10196,0.03221487852209135
10197,0.031879053504922344
10198,0.1431622770067582
10199,0.019785253867010796
10200,0.02617186206947063
10201,0.0865971878442836
10202,0.1736488544443008
10203,0.12702893633868018
10204,0.057783697237023986
10205,0.05990259800663675
